keyword,avg_monthly,competition,competition_index,top_bid_low,top_bid_high,source_group,mapped_page,intent,priority,occurrences,source_files
best floor tiles in chennai,50,Medium,45,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
best place to buy tiles in chennai,50,Medium,36,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
best tiles for home in chennai,50,Medium,40,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
brick tiles chennai,50,High,86,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
buy ao smith geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
buy ao smith water heater,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
buy ao smith water purifier,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
buy tiles online chennai,50,High,71,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
car park tiles in chennai,50,High,100,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
car parking tiles price in chennai,50,Low,6,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
carpet tiles chennai,50,Low,29,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
carpet tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
carysil chennai,50,Low,29,0.0,0.0,core,Brand Keywords (to map by product relevance),Commercial,Low,2,seo/keyword-research/first-pass-core/set-10.csv | seo/keyword-research/second-pass-brands/set-11.csv
carysil dealers in chennai,50,Low,32,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-11.csv
carysil showroom in chennai,50,Low,27,0.0,0.0,core,Brand Keywords (to map by product relevance),Commercial,Low,2,seo/keyword-research/first-pass-core/set-10.csv | seo/keyword-research/second-pass-brands/set-11.csv
carysil sink dealers in chennai,50,Medium,39,0.0,0.0,brands,Sinks (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-11.csv
carysil sink in chennai,50,Unknown,0,0.0,0.0,core,Sinks (L2),Commercial,Low,2,seo/keyword-research/first-pass-core/set-10.csv | seo/keyword-research/second-pass-brands/set-11.csv
carysil sink showroom in chennai,50,High,100,0.0,0.0,core,Sinks (L2),Commercial,Low,2,seo/keyword-research/first-pass-core/set-10.csv | seo/keyword-research/second-pass-brands/set-11.csv
cement tiles chennai,50,High,100,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cera sanitaryware dealers in chennai,50,Low,24,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
cera showroom in chennai,50,Medium,34,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
cera tiles chennai,50,Low,32,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cera western toilet price in chennai,50,Unknown,0,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
cerabond 28 price in chennai,50,Low,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cerabond price in chennai,50,Low,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
ceramic floor tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
ceramic tiles dealers in chennai,50,Low,12,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
ceramic tiles manufacturers in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-3.csv
ceramic tiles price in chennai,50,Medium,50,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
cheap and best tiles in chennai,50,Medium,48,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
chennai tiles price list,50,Low,24,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
chettinad tiles in chennai,50,Low,21,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
clay roof tiles chennai,50,High,68,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
clay roof tiles in chennai,50,Medium,45,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
clay roof tiles price in chennai,50,High,80,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
clay tiles in chennai,50,High,69,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
clay tiles price in chennai,50,High,93,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cooling tiles for terrace price in chennai,50,High,73,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cooling tiles in chennai,50,Low,19,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cooling tiles price in chennai,50,High,70,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cosmo tiles chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cost of floor tiles in chennai,50,Low,25,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
cost of vitrified tiles in chennai,50,Medium,43,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-2.csv
croma ao smith geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
cushion tiles in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
designer wash basin in chennai,50,Medium,57,0.0,0.0,core,Wash Basins (L2),Informational,Low,1,seo/keyword-research/first-pass-core/set-6.csv
dr smith water purifier,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
elegance ao smith,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
elegance slim ao smith,50,High,82,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
elevation tiles price in chennai,50,Low,29,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
essence tiles chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
euro smith geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
eurocon tiles chennai,50,Low,20,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
european closet price in chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
eurosmith geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
exterior wall tiles chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
fcg75,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
finesse ao smith 15 ltr price,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
floor tiles 2x2 price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
floor tiles cost in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
floor tiles design in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
floor tiles laying cost in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
foam tiles chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
foam tiles for walls chennai,50,High,86,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
foam tiles in chennai,50,Low,25,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
foam wall tiles in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
franke kitchen sink chennai,50,High,97,0.0,0.0,core,Sinks (L2),Commercial,Low,2,seo/keyword-research/first-pass-core/set-10.csv | seo/keyword-research/second-pass-brands/set-4.csv
front elevation tiles in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
geyser 15 ltr price ao smith,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
geyser 25 ltr price ao smith,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
geyser ao smith 15 litre,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
glass mosaic tiles in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
god picture tiles in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
granite sink for kitchen chennai,50,Medium,38,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
granite tiles chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
granite tiles price in chennai,50,Low,13,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
grohe chennai,50,Low,4,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-1.csv
grohe dealers in chennai,50,Low,26,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-1.csv
handmade tiles chennai,50,High,100,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
heat pump ao smith water heater,50,High,71,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
heat resistant terrace tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
heatbot,50,High,100,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
heatbot ao smith,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
hindustan tiles chennai,50,Low,6,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
hindustan western toilet price in chennai,50,Unknown,0,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
hindware bathtub price in chennai,50,Unknown,0,0.0,0.0,brands,Bath & Wellness (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-3.csv
hindware chennai dealers,50,Medium,57,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-3.csv
hindware sanitaryware chennai,50,Medium,43,0.0,0.0,brands,Sanitaryware (L1),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-3.csv
hindware sanitaryware dealers in chennai,50,Unknown,0,0.0,0.0,core,Sanitaryware (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-4.csv | seo/keyword-research/second-pass-brands/set-3.csv
hindware showroom in chennai,50,Low,5,0.0,0.0,brands,Brand Keywords (to map by product relevance),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-3.csv
hindware western toilet price in chennai,50,Low,23,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,2,seo/keyword-research/first-pass-core/set-5.csv | seo/keyword-research/second-pass-brands/set-3.csv
home tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
hr johnson tiles chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
hse sds,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
igloo tiles price in chennai,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
ik classiva premium tiles and sanitaryware in kilpauk chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
indian closet price in chennai,50,Low,29,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
indulge tiles chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
intelli uv+,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
interlocking tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
invi u1 ao smith,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
jacuzzi bathtub chennai,50,Unknown,0,0.0,0.0,core,Bath & Wellness (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-9.csv
jaguar fittings showroom in chennai,50,Medium,57,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar ao smith geyser,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
jaquar bath fittings service center chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar bathroom fittings in chennai,50,Low,25,0.0,0.0,core,Bathroom Fittings / Fixtures (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar bathroom fittings service centre chennai,50,Low,17,0.0,0.0,core,Bathroom Fittings / Fixtures (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar bathroom fittings showroom in chennai,50,Low,32,0.0,0.0,core,Bathroom Fittings / Fixtures (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar bathroom showroom in chennai,50,Medium,37,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar fittings chennai,50,Low,31,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar fittings showroom in chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
jaquar sanitary chennai,50,Low,14,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
jaquar sanitary ware dealers in chennai,50,High,71,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
jaquar smith geyser,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
jaquar taps service centre chennai,50,Unknown,0,0.0,0.0,core,Taps & Faucets (L2),Commercial,Low,2,seo/keyword-research/first-pass-core/set-7.csv | seo/keyword-research/first-pass-core/set-8.csv
jaquar western toilet price in chennai,50,Low,5,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
johnson bathroom fittings customer care chennai,50,Unknown,0,0.0,0.0,core,Bathroom Fittings / Fixtures (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-7.csv
johnson cool roof tiles price in chennai,50,Medium,49,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
johnson western toilet price in chennai,50,Low,0,0.0,0.0,core,Toilets and Water Closets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-5.csv
kag cooling tiles price in chennai,50,Low,5,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag quality tiles vanagaram,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles dealers in chennai,50,Low,12,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles in chennai,50,Medium,35,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles koyambedu,50,Low,21,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles price in chennai,50,Low,16,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles price list in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles showroom in chennai,50,Medium,37,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles showroom koyambedu,50,Low,21,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles showroom maduravoyal,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles showroom pallavaram,50,Low,10,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kag tiles showroom thiruverkadu,50,Low,3,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria chennai,50,Low,14,0.0,0.0,core,Unmapped - review,Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
kajaria display centre chennai,50,Low,21,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-3.csv
kajaria eternity chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria showroom in chennai,50,Low,17,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria tiles distributor in chennai,50,Medium,33,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
kajaria tiles egmore,50,Low,12,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
kajaria tiles in chennai,50,Low,29,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
kajaria tiles main dealers in chennai,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria tiles price in chennai,50,Low,18,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria tiles price list in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kajaria tiles showroom in egmore,50,Low,6,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kevin wheeler ao smith,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
kitchen sink models in chennai,50,High,100,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
kitchen sink models with price in chennai,50,High,100,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
kitchen sink price in chennai,50,High,81,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
kitchen sink shop in chennai,50,High,99,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
kitchen wall tiles chennai,50,High,77,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kitchen wall tiles design in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Informational,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kitchen wall tiles price in chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
kothari tiles madhavaram,50,Low,12,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
latest ao smith water purifier,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
maduravoyal tile shop,50,Medium,36,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
mahaveer ceramics vanagaram,50,Low,1,0.0,0.0,core,Unmapped - review,Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
mahaveer tiles vanagaram,50,Low,5,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
mangalore roof tiles chennai,50,Unknown,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
mangalore tiles in chennai,50,High,71,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
mangalore tiles price in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
marble tiles price in chennai,50,Medium,34,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
marbonite tiles price in chennai,50,Medium,57,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
metro taps price list in chennai,50,Unknown,0,0.0,0.0,core,Taps & Faucets (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-8.csv
minibot 3kw white,50,High,100,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
minibot ao smith,50,High,100,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
mosaic tiles price in chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
natural stone tiles chennai,50,High,93,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
naveen tiles chennai,50,Medium,64,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-2.csv
naveen tiles poonamallee,50,Low,14,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
neycer dealers in chennai,50,Unknown,0,0.0,0.0,core,Unmapped - review,Commercial,Low,1,seo/keyword-research/first-pass-core/set-4.csv
nirali sink chennai,50,High,100,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
nirali sink distributors in chennai,50,Unknown,0,0.0,0.0,core,Sinks (L2),Commercial,Low,1,seo/keyword-research/first-pass-core/set-10.csv
nitco tiles chennai,50,Low,22,0.0,0.0,core,Tiles (L1),Commercial,Low,2,seo/keyword-research/first-pass-core/set-1.csv | seo/keyword-research/first-pass-core/set-3.csv
nitco tiles showroom chennai,50,Low,7,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
nuvocotto tiles chennai,50,Low,10,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
oc smith water heaters,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
oe smith,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
om smith,50,Medium,43,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
orientbell tiles chennai,50,Medium,35,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
orientbell tiles showroom in chennai,50,Low,10,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
os smith,50,Low,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
osiyano tiles madhavaram chennai,50,Low,0,0.0,0.0,core,Tiles (L1),Commercial,Low,1,seo/keyword-research/first-pass-core/set-1.csv
p3 ao smith,50,Unknown,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p4 ao smith,50,High,86,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p5 ao smith,50,Medium,57,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p6 ao smith,50,High,74,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p6 water purifier,50,Unknown,0,0.0,0.0,brands,Unmapped - review,Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
p7 ao smith,50,Medium,43,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
parag kulkarni ao smith,50,Low,0,0.0,0.0,brands,Water Heaters (L2),Commercial,Low,1,seo/keyword-research/second-pass-brands/set-8.csv
